"Colour Master — every fabric/item colourway sourced directly from Decora spec files and product datasets (not from the trade book price grids, which only give collection/band, not individual colours). See Notes / Improvements for categories not yet covered.",,,,,
Product Category,Collection,Colour Name,Colour Code,Band,Source File
Perfect Fit Alumitex,25mm Slat,Galleria,,B,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Glam,,A,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Gloss,,A,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Glow,,A,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Graphite,,A,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Gravel,,A,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Hunter,,A,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Ivory,,A,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Jazz,,A,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Latino,,A,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Lilac,,A,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Litra Coca,,B,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Litra Fawn,,B,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Litra Putty,,B,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Lusso,,A,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Luster,,A,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Lyra,,B,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Majestic,,B,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Matt,,A,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Melodi,,A,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Merle,,A,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Mink,,A,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Mintz,,A,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Mirano,,A,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Mocca,,A,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Mono Biscuit,,B,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Mono Mud,,B,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Mono Naco,,B,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Mono Truffle,,B,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Navy,,A,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Nomad,,B,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Novella,,A,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Ocean,,A,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Onyx,,B,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Opal,,B,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Orion,,A,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Pasadena,,A,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Pastel Blue,,A,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Pearl,,B,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Persia,,A,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Pistachio,,B,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Porcelain,,A,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Powder Green,,A,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Primary Red,,A,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Pulse,,A,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Quartz Blue,,B,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Quartz Red,,B,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Rapture Glisten,,B,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Rapture Rebel,,B,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Rapture Sonic,,B,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Reef,,A,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Shadow Grey,,A,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Shelby,,A,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Sky,,A,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Sonar,,A,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Soul,,A,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Spirit,,B,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Tahiti,,B,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Titanium,,A,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Tropic,,B,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Truth,,A,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Umbra,,B,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Vanilla,,A,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Vapour,,A,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Vela,,A,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Vibe Cool Blue,,B,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Vibe Grey,,B,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Vibe Nude,,B,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Vibe Silver,,B,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Vibe Trance,,B,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Vibe Yellow,,B,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Vitale,,A,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Yellow,,A,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Zephyr,,A,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Zircon,,A,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Zora Barley,,B,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Zora Coco,,B,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Alumitex,25mm Slat,Zora Haze,,B,Datasets/PerfectFitAluminium.csv (PFV25)
Perfect Fit Sunwood ,Perfect Fit Sunwood,Ash,,A,Datasets/PerfectFitSunwood.csv (PFSW25)
Perfect Fit Sunwood ,Perfect Fit Sunwood,Auburn,,A,Datasets/PerfectFitSunwood.csv (PFSW25)
Perfect Fit Sunwood ,Perfect Fit Sunwood,Carbon,,A,Datasets/PerfectFitSunwood.csv (PFSW25)
Perfect Fit Sunwood ,Perfect Fit Sunwood,Hazel,,A,Datasets/PerfectFitSunwood.csv (PFSW25)
Perfect Fit Sunwood ,Perfect Fit Sunwood,Honey,,A,Datasets/PerfectFitSunwood.csv (PFSW25)
Perfect Fit Sunwood ,Perfect Fit Sunwood,Kalm,,A,Datasets/PerfectFitSunwood.csv (PFSW25)
Perfect Fit Sunwood ,Perfect Fit Sunwood,Khol,,A,Datasets/PerfectFitSunwood.csv (PFSW25)
Perfect Fit Sunwood ,Perfect Fit Sunwood,Mirren,,A,Datasets/PerfectFitSunwood.csv (PFSW25)
Perfect Fit Sunwood ,Perfect Fit Sunwood,Morena,,A,Datasets/PerfectFitSunwood.csv (PFSW25)
Perfect Fit Sunwood ,Perfect Fit Sunwood,Oregon,,A,Datasets/PerfectFitSunwood.csv (PFSW25)
Perfect Fit Sunwood ,Perfect Fit Sunwood,Perla,,A,Datasets/PerfectFitSunwood.csv (PFSW25)
Perfect Fit Sunwood ,Perfect Fit Sunwood,Polar,,A,Datasets/PerfectFitSunwood.csv (PFSW25)
Perfect Fit Sunwood ,Perfect Fit Sunwood,Pure,,A,Datasets/PerfectFitSunwood.csv (PFSW25)
Perfect Fit Sunwood ,Perfect Fit Sunwood,Tawny,,A,Datasets/PerfectFitSunwood.csv (PFSW25)
Softshade Perfect Fit,Perfect Fit Softshade,Hoxton Breathe,,D,Datasets/PerfectFitSoftshade.csv (PFSS)
Softshade Perfect Fit,Perfect Fit Softshade,Hoxton Earth,,D,Datasets/PerfectFitSoftshade.csv (PFSS)
Softshade Perfect Fit,Perfect Fit Softshade,Hoxton Monument,,D,Datasets/PerfectFitSoftshade.csv (PFSS)
Softshade Perfect Fit,Perfect Fit Softshade,Hoxton Roast,,D,Datasets/PerfectFitSoftshade.csv (PFSS)
Softshade Perfect Fit,Perfect Fit Softshade,Kanza Calm,,D,Datasets/PerfectFitSoftshade.csv (PFSS)
Softshade Perfect Fit,Perfect Fit Softshade,Kanza Haze,,D,Datasets/PerfectFitSoftshade.csv (PFSS)
Softshade Perfect Fit,Perfect Fit Softshade,Kanza Novo,,D,Datasets/PerfectFitSoftshade.csv (PFSS)
Softshade Perfect Fit,Perfect Fit Softshade,Kanza Seek,,D,Datasets/PerfectFitSoftshade.csv (PFSS)
Softshade Perfect Fit,Perfect Fit Softshade,Luna Creme,,A,Datasets/PerfectFitSoftshade.csv (PFSS)
Softshade Perfect Fit,Perfect Fit Softshade,Luna Hush,,A,Datasets/PerfectFitSoftshade.csv (PFSS)
Softshade Perfect Fit,Perfect Fit Softshade,Luna Jet,,A,Datasets/PerfectFitSoftshade.csv (PFSS)
Softshade Perfect Fit,Perfect Fit Softshade,Luna Mist,,A,Datasets/PerfectFitSoftshade.csv (PFSS)
Softshade Perfect Fit,Perfect Fit Softshade,Luna Pure,,A,Datasets/PerfectFitSoftshade.csv (PFSS)
Softshade Perfect Fit,Perfect Fit Softshade,Luna Shadow,,A,Datasets/PerfectFitSoftshade.csv (PFSS)
Softshade Perfect Fit,Perfect Fit Softshade,Mero Flint,,E,Datasets/PerfectFitSoftshade.csv (PFSS)
Softshade Perfect Fit,Perfect Fit Softshade,Mero Lesso,,E,Datasets/PerfectFitSoftshade.csv (PFSS)
Softshade Perfect Fit,Perfect Fit Softshade,Mero Lustre,,E,Datasets/PerfectFitSoftshade.csv (PFSS)
Softshade Perfect Fit,Perfect Fit Softshade,Mero Mocca,,E,Datasets/PerfectFitSoftshade.csv (PFSS)
Softshade Perfect Fit,Perfect Fit Softshade,Mero Musk,,E,Datasets/PerfectFitSoftshade.csv (PFSS)
Softshade Perfect Fit,Perfect Fit Softshade,Mero Sterling,,E,Datasets/PerfectFitSoftshade.csv (PFSS)
Softshade Perfect Fit,Perfect Fit Softshade,Nobis Boutique,,D,Datasets/PerfectFitSoftshade.csv (PFSS)
Softshade Perfect Fit,Perfect Fit Softshade,Nobis Chiffon,,D,Datasets/PerfectFitSoftshade.csv (PFSS)
Softshade Perfect Fit,Perfect Fit Softshade,Nobis Glimpse,,D,Datasets/PerfectFitSoftshade.csv (PFSS)
Softshade Perfect Fit,Perfect Fit Softshade,Nobis Mode,,D,Datasets/PerfectFitSoftshade.csv (PFSS)
Softshade Perfect Fit,Perfect Fit Softshade,Nobis Mute,,D,Datasets/PerfectFitSoftshade.csv (PFSS)
Softshade Perfect Fit,Perfect Fit Softshade,Nobis Obsession,,D,Datasets/PerfectFitSoftshade.csv (PFSS)
Softshade Perfect Fit,Perfect Fit Softshade,Nobis Raven,,D,Datasets/PerfectFitSoftshade.csv (PFSS)
Softshade Perfect Fit,Perfect Fit Softshade,Nobis Sabo,,D,Datasets/PerfectFitSoftshade.csv (PFSS)
Softshade Perfect Fit,Perfect Fit Softshade,Rift Camel,,B,Datasets/PerfectFitSoftshade.csv (PFSS)
Softshade Perfect Fit,Perfect Fit Softshade,Rift Coffee,,B,Datasets/PerfectFitSoftshade.csv (PFSS)
Softshade Perfect Fit,Perfect Fit Softshade,Rift Dream,,B,Datasets/PerfectFitSoftshade.csv (PFSS)
Softshade Perfect Fit,Perfect Fit Softshade,Rift Fossil,,B,Datasets/PerfectFitSoftshade.csv (PFSS)
Softshade Perfect Fit,Perfect Fit Softshade,Rift Hessian,,B,Datasets/PerfectFitSoftshade.csv (PFSS)
Softshade Perfect Fit,Perfect Fit Softshade,Rift Hint,,B,Datasets/PerfectFitSoftshade.csv (PFSS)
Softshade Perfect Fit,Perfect Fit Softshade,Rosso Clay,,C,Datasets/PerfectFitSoftshade.csv (PFSS)
Softshade Perfect Fit,Perfect Fit Softshade,Rosso Nori,,C,Datasets/PerfectFitSoftshade.csv (PFSS)
Softshade Perfect Fit,Perfect Fit Softshade,Rosso Rock,,C,Datasets/PerfectFitSoftshade.csv (PFSS)
Softshade Perfect Fit,Perfect Fit Softshade,Rosso Touch,,C,Datasets/PerfectFitSoftshade.csv (PFSS)
Softshade Perfect Fit,Perfect Fit Softshade,Rosso Truth,,C,Datasets/PerfectFitSoftshade.csv (PFSS)
Softshade Perfect Fit,Perfect Fit Softshade,Tela Espri,,E,Datasets/PerfectFitSoftshade.csv (PFSS)
Softshade Perfect Fit,Perfect Fit Softshade,Tela Mist,,E,Datasets/PerfectFitSoftshade.csv (PFSS)
Softshade Perfect Fit,Perfect Fit Softshade,Tela Silk,,E,Datasets/PerfectFitSoftshade.csv (PFSS)
Starwood,Starwood,Bali,,,PDF: SPEC03 Starwood Venetian Blinds (bands not stated in this spec - price bands not yet confirmed)
Starwood,Starwood,Divine,,,PDF: SPEC03 Starwood Venetian Blinds (bands not stated in this spec - price bands not yet confirmed)
Starwood,Starwood,Empire,,,PDF: SPEC03 Starwood Venetian Blinds (bands not stated in this spec - price bands not yet confirmed)
Starwood,Starwood,Glacier,,,PDF: SPEC03 Starwood Venetian Blinds (bands not stated in this spec - price bands not yet confirmed)
Starwood,Starwood,Marlin,,,PDF: SPEC03 Starwood Venetian Blinds (bands not stated in this spec - price bands not yet confirmed)
Starwood,Starwood,Pavilion,,,PDF: SPEC03 Starwood Venetian Blinds (bands not stated in this spec - price bands not yet confirmed)
Starwood,Starwood,Soho,,,PDF: SPEC03 Starwood Venetian Blinds (bands not stated in this spec - price bands not yet confirmed)
Starwood,Starwood,Volt,,,PDF: SPEC03 Starwood Venetian Blinds (bands not stated in this spec - price bands not yet confirmed)
Sunwood,Sunwood,Ash,,A,Datasets/50mmSunwood.csv (CDW50)
Sunwood,Sunwood,Auburn,,A,Datasets/50mmSunwood.csv (CDW50)
Sunwood,Sunwood,Barsa,,C,Datasets/50mmSunwood.csv (CDW50)
Sunwood,Sunwood,Capella,,C,Datasets/50mmSunwood.csv (CDW50)
Sunwood,Sunwood,Carbon,,A,Datasets/50mmSunwood.csv (CDW50)
Sunwood,Sunwood,Cordia,,C,Datasets/50mmSunwood.csv (CDW50)
Sunwood,Sunwood,Fired Walnut,,A,Datasets/50mmSunwood.csv (CDW50)
Sunwood,Sunwood,Gloss Pure,,C,Datasets/50mmSunwood.csv (CDW50)
Sunwood,Sunwood,Honey,,A,Datasets/50mmSunwood.csv (CDW50)
Sunwood,Sunwood,Jarrah,,C,Datasets/50mmSunwood.csv (CDW50)
Sunwood,Sunwood,Kalm,,A,Datasets/50mmSunwood.csv (CDW50)
Sunwood,Sunwood,Khol,,A,Datasets/50mmSunwood.csv (CDW50)
Sunwood,Sunwood,Koa,,A,Datasets/50mmSunwood.csv (CDW50)
Sunwood,Sunwood,Morena,,A,Datasets/50mmSunwood.csv (CDW50)
Sunwood,Sunwood,Narra Oak,,A,Datasets/50mmSunwood.csv (CDW50)
Sunwood,Sunwood,Nordic,,A,Datasets/50mmSunwood.csv (CDW50)
Sunwood,Sunwood,Oregon,,A,Datasets/50mmSunwood.csv (CDW50)
Sunwood,Sunwood,Oska,,A,Datasets/50mmSunwood.csv (CDW50)
Sunwood,Sunwood,Perla,,A,Datasets/50mmSunwood.csv (CDW50)
Sunwood,Sunwood,Polar,,A,Datasets/50mmSunwood.csv (CDW50)
Sunwood,Sunwood,Pure,,A,Datasets/50mmSunwood.csv (CDW50)
Sunwood,Sunwood,Revera,,A,Datasets/50mmSunwood.csv (CDW50)
Sunwood,Sunwood,Tuscan Oak,,A,Datasets/50mmSunwood.csv (CDW50)
Timberlux Prime,Timberlux,Alabaster,,B,Datasets/50mmTimberlux.csv (WO50)
Timberlux Prime,Timberlux,Alpine,,B,Datasets/50mmTimberlux.csv (WO50)
Timberlux Prime,Timberlux,Arcana,,C2,Datasets/50mmTimberlux.csv (WO50)
Timberlux Prime,Timberlux,Armour,,C2,Datasets/50mmTimberlux.csv (WO50)
Timberlux Prime,Timberlux,Cinder,,C2,Datasets/50mmTimberlux.csv (WO50)
Timberlux Prime,Timberlux,Clay,,B,Datasets/50mmTimberlux.csv (WO50)
Timberlux Prime,Timberlux,Cyber,,C2,Datasets/50mmTimberlux.csv (WO50)
Timberlux Prime,Timberlux,Danta,,C2,Datasets/50mmTimberlux.csv (WO50)
Timberlux Prime,Timberlux,Denya,,E,Datasets/50mmTimberlux.csv (WO50)
Timberlux Prime,Timberlux,Faze,,E,Datasets/50mmTimberlux.csv (WO50)
Timberlux Prime,Timberlux,Flax,,C2,Datasets/50mmTimberlux.csv (WO50)
Timberlux Prime,Timberlux,Golden Oak,,B,Datasets/50mmTimberlux.csv (WO50)
Timberlux Prime,Timberlux,Haze,,C2,Datasets/50mmTimberlux.csv (WO50)
Timberlux Prime,Timberlux,Innocent,,C2,Datasets/50mmTimberlux.csv (WO50)
Timberlux Prime,Timberlux,Karri,,C2,Datasets/50mmTimberlux.csv (WO50)
Timberlux Prime,Timberlux,Kosso,,E,Datasets/50mmTimberlux.csv (WO50)
Timberlux Prime,Timberlux,Light Oak,,B,Datasets/50mmTimberlux.csv (WO50)
Timberlux Prime,Timberlux,Linen,,B,Datasets/50mmTimberlux.csv (WO50)
Timberlux Prime,Timberlux,Mari,,C2,Datasets/50mmTimberlux.csv (WO50)
Timberlux Prime,Timberlux,Mora,,E,Datasets/50mmTimberlux.csv (WO50)
Timberlux Prime,Timberlux,Mystic,,B,Datasets/50mmTimberlux.csv (WO50)
Timberlux Prime,Timberlux,Neo,,C2,Datasets/50mmTimberlux.csv (WO50)
Timberlux Prime,Timberlux,Sin,,B,Datasets/50mmTimberlux.csv (WO50)
Timberlux Prime,Timberlux,Soft White,,B,Datasets/50mmTimberlux.csv (WO50)
Timberlux Prime,Timberlux,Stark,,B,Datasets/50mmTimberlux.csv (WO50)
Timberlux Prime,Timberlux,Storm,,B,Datasets/50mmTimberlux.csv (WO50)
Timberlux Prime,Timberlux,Walnut,,B,Datasets/50mmTimberlux.csv (WO50)
Timberlux Prime,Timberlux,Yarrin,,B,Datasets/50mmTimberlux.csv (WO50)
Timberlux Prime,Timberlux,Zaya,,C2,Datasets/50mmTimberlux.csv (WO50)
