"Fabric & Item Band Master — every fabric/item mapped to its correct pricing band. Advisors look up here (or via Quick Quote) — never memorise bands. Sorted with real fabrics first; accessory and motorisation items (brackets, chains, remotes, tape colours etc.) are grouped at the bottom of this list and excluded from the Fabric/Item dropdown, so scrolling the dropdown only shows fabrics.",,,,,,,,,,
FB_ID,Supplier,Product Category,Collection,Fabric/Item Name,Fabric/Item Code,Band,Price Table Reference,Fabric Type/Properties,Blackout/Dimout/Sheer/FR/Moisture Resistant,Notes
FB-00809,Decora,FB Curtains - Eyelet,,Memento,,Price Band C,PT-00101,,,Auto-parsed from fabric list
FB-00866,Decora,FB Wave Curtain,,Memento,,Price Band C,PT-00105,,,Auto-parsed from fabric list
FB-00064,Decora,FB Roller,,Memento Blockout,,PRICE RANGE D,PT-00004,,,Auto-parsed from fabric list
FB-01270,Decora,25mm Alumitex,PLAIN/METALLIC - 25MM,Merle,,PLAIN/METALLIC - 25MM,PT-00169,,,Auto-parsed from fabric list
FB-00296,Decora,Cruze Fascia Softshade,PRICE RANGE E,Mero,,PRICE RANGE E,PT-00052,,,Auto-parsed from fabric list
FB-00306,Decora,Softshade Perfect Fit,PRICE BAND E,Mero,,PRICE BAND E,PT-00057,,,Auto-parsed from fabric list
FB-00037,Decora,FB Roller,,Messina,,PRICE RANGE C,PT-00003,,,Auto-parsed from fabric list
FB-00175,Decora,FB Panels,,Messina,,PRICE RANGE C,PT-00024,,,Auto-parsed from fabric list
FB-00264,Decora,Perfect Fit Roller,Hayworth / Kelso / Mood / Messina / Lottie / Puriti / PERFECT FIT UNIVERSAL FRAME / Orissa / Mallory / Renzo,Messina,,PRICE RANGE C,PT-00039,,,Auto-parsed from fabric list
FB-00975,Decora,FB Verticals,,Messina,,PRICE RANGE C,PT-00131,,,Auto-parsed from fabric list
FB-01016,Decora,FB Slats Only ,,Messina,,PRICE RANGE C,PT-00135,,,Auto-parsed from fabric list
FB-00038,Decora,FB Roller,,Metz,,PRICE RANGE C,PT-00003,,,Auto-parsed from fabric list
FB-00176,Decora,FB Panels,,Metz,,PRICE RANGE C,PT-00024,,,Auto-parsed from fabric list
FB-00209,Decora,Contract Roller,,Metz,,PRICE RANGE C,PT-00028,,,Auto-parsed from fabric list
FB-00265,Decora,Perfect Fit Roller,Hayworth / Kelso / Mood / Messina / Lottie / Puriti / PERFECT FIT UNIVERSAL FRAME / Orissa / Mallory / Renzo,Metz,,PRICE RANGE C,PT-00039,,,Auto-parsed from fabric list
FB-00976,Decora,FB Verticals,,Metz,,PRICE RANGE C,PT-00131,,,Auto-parsed from fabric list
FB-01017,Decora,FB Slats Only ,,Metz,,PRICE RANGE C,PT-00135,,,Auto-parsed from fabric list
FB-01039,Decora,Contract Vertical,,Metz,,PRICE RANGE C,PT-00139,,,Auto-parsed from fabric list
FB-01060,Decora,NuVo Vertical,,Metz,,PRICE RANGE C,PT-00145,,,Auto-parsed from fabric list
FB-01078,Decora,NuVo Vertical Slats Only,,Metz,,PRICE RANGE C,PT-00149,,,Auto-parsed from fabric list
FB-00599,Decora,FB Romans,,Mimi,,Price Band D,PT-00086,,,Auto-parsed from fabric list
FB-00656,Decora,FB Curtains - Pencil Pleat,,Mimi,,Price Band D,PT-00090,,,Auto-parsed from fabric list
FB-00713,Decora,FB Curtains - Double Pinch,,Mimi,,Price Band D,PT-00094,,,Auto-parsed from fabric list
FB-00770,Decora,FB Curtains - Triple Pinch,,Mimi,,Price Band D,PT-00098,,,Auto-parsed from fabric list
FB-00827,Decora,FB Curtains - Eyelet,,Mimi,,Price Band D,PT-00102,,,Auto-parsed from fabric list
FB-00884,Decora,FB Wave Curtain,,Mimi,,Price Band D,PT-00106,,,Auto-parsed from fabric list
FB-01271,Decora,25mm Alumitex,PLAIN/METALLIC - 25MM,Mink,,PLAIN/METALLIC - 25MM,PT-00169,,,Auto-parsed from fabric list
FB-01434,Decora,Prime Alumitex,ALUMITEX PRIME VENETIANS - 35/50MM / ALUMITEX PRIME VENETIANS WITH TAPES - 35/50MM / Price Band A,Mink,,Price Band A,PT-00182,,,Auto-parsed from fabric list
FB-01272,Decora,25mm Alumitex,PLAIN/METALLIC - 25MM,Mintz,,PLAIN/METALLIC - 25MM,PT-00169,,,Auto-parsed from fabric list
FB-00323,Decora,Cruze FH & Tensioned,**Max size for Bowery is 1200mm x 1600mm,Mirabella,,Price Band B,PT-00059,,,Auto-parsed from fabric list
FB-00374,Decora,Perfect Fit Cruze TDBU,Price Band B,Mirabella,,Price Band B,PT-00064,,,Auto-parsed from fabric list
FB-00425,Decora,Perfect Fit Cruze BU,Price Band B,Mirabella,,Price Band B,PT-00069,,,Auto-parsed from fabric list
FB-00472,Decora,Cruze Fit To Frame,,Mirabella,,Price Band B,PT-00074,,,Auto-parsed from fabric list
FB-00519,Decora,FB Softcell V-Series,,Mirabella,,Price Band B,PT-00079,,,Auto-parsed from fabric list
FB-01201,Decora,Fauxwood,FAUXWOOD - 35/50MM,Mirage,,FAUXWOOD - 35/50MM,PT-00164,,,Auto-parsed from fabric list
FB-01221,Decora,Fauxwood,FAUXWOOD WITH HERRINGBONE TAPES - 35/50MM,Mirage,,FAUXWOOD WITH HERRINGBONE TAPES - 35/50MM,PT-00166,,,Auto-parsed from fabric list
FB-01435,Decora,Prime Alumitex,ALUMITEX PRIME VENETIANS - 35/50MM / ALUMITEX PRIME VENETIANS WITH TAPES - 35/50MM / Price Band A,Mirage,,Price Band A,PT-00182,,,Auto-parsed from fabric list
FB-01202,Decora,Fauxwood,FAUXWOOD - 35/50MM,Mirage Fine Grain,,FAUXWOOD - 35/50MM,PT-00164,,,Auto-parsed from fabric list
FB-01222,Decora,Fauxwood,FAUXWOOD WITH HERRINGBONE TAPES - 35/50MM,Mirage Fine Grain,,FAUXWOOD WITH HERRINGBONE TAPES - 35/50MM,PT-00166,,,Auto-parsed from fabric list
FB-01273,Decora,25mm Alumitex,PLAIN/METALLIC - 25MM,Mirano,,PLAIN/METALLIC - 25MM,PT-00169,,,Auto-parsed from fabric list
FB-00324,Decora,Cruze FH & Tensioned,**Max size for Bowery is 1200mm x 1600mm,Mirari,,Price Band B,PT-00059,,,Auto-parsed from fabric list
FB-00375,Decora,Perfect Fit Cruze TDBU,Price Band B,Mirari,,Price Band B,PT-00064,,,Auto-parsed from fabric list
FB-00426,Decora,Perfect Fit Cruze BU,Price Band B,Mirari,,Price Band B,PT-00069,,,Auto-parsed from fabric list
FB-00473,Decora,Cruze Fit To Frame,,Mirari,,Price Band B,PT-00074,,,Auto-parsed from fabric list
FB-00520,Decora,FB Softcell V-Series,,Mirari,,Price Band B,PT-00079,,,Auto-parsed from fabric list
FB-00039,Decora,FB Roller,,Miro,,PRICE RANGE C,PT-00003,,,Auto-parsed from fabric list
FB-00177,Decora,FB Panels,,Miro,,PRICE RANGE C,PT-00024,,,Auto-parsed from fabric list
FB-00266,Decora,Perfect Fit Roller,Hayworth / Kelso / Mood / Messina / Lottie / Puriti / PERFECT FIT UNIVERSAL FRAME / Orissa / Mallory / Renzo,Miro,,PRICE RANGE C,PT-00039,,,Auto-parsed from fabric list
FB-00065,Decora,FB Roller,,Miro Blockout,,PRICE RANGE D,PT-00004,,,Auto-parsed from fabric list
FB-01203,Decora,Fauxwood,FAUXWOOD - 35/50MM,Mission,,FAUXWOOD - 35/50MM,PT-00164,,,Auto-parsed from fabric list
FB-01223,Decora,Fauxwood,FAUXWOOD WITH HERRINGBONE TAPES - 35/50MM,Mission,,FAUXWOOD WITH HERRINGBONE TAPES - 35/50MM,PT-00166,,,Auto-parsed from fabric list
FB-01204,Decora,Fauxwood,FAUXWOOD - 35/50MM,Mission Fine Grain,,FAUXWOOD - 35/50MM,PT-00164,,,Auto-parsed from fabric list
FB-01224,Decora,Fauxwood,FAUXWOOD WITH HERRINGBONE TAPES - 35/50MM,Mission Fine Grain,,FAUXWOOD WITH HERRINGBONE TAPES - 35/50MM,PT-00166,,,Auto-parsed from fabric list
FB-01447,Decora,Prime Alumitex,*35mm Slat.  All other colours only available in 50mm slat / Price Band B,Mistique,,Price Band B,PT-00183,,,Auto-parsed from fabric list
FB-01274,Decora,25mm Alumitex,PLAIN/METALLIC - 25MM,Mocca,,PLAIN/METALLIC - 25MM,PT-00169,,,Auto-parsed from fabric list
FB-01327,Decora,25mm Alumitex,BRUSHED/FILTRA/CARUSO/WOODLINE/STRIPE/HAMMERED/TEXTURED/PREMIUM METALLIC - 25MM,Mono Biscuit,,BRUSHED/FILTRA/CARUSO/WOODLINE/STRIPE/HAMMERED/TEXTURED/PREMIUM METALLIC - 25MM,PT-00170,,,Auto-parsed from fabric list
FB-01328,Decora,25mm Alumitex,BRUSHED/FILTRA/CARUSO/WOODLINE/STRIPE/HAMMERED/TEXTURED/PREMIUM METALLIC - 25MM,Mono Mud,,BRUSHED/FILTRA/CARUSO/WOODLINE/STRIPE/HAMMERED/TEXTURED/PREMIUM METALLIC - 25MM,PT-00170,,,Auto-parsed from fabric list
FB-01329,Decora,25mm Alumitex,BRUSHED/FILTRA/CARUSO/WOODLINE/STRIPE/HAMMERED/TEXTURED/PREMIUM METALLIC - 25MM,Mono Naco,,BRUSHED/FILTRA/CARUSO/WOODLINE/STRIPE/HAMMERED/TEXTURED/PREMIUM METALLIC - 25MM,PT-00170,,,Auto-parsed from fabric list
FB-01330,Decora,25mm Alumitex,BRUSHED/FILTRA/CARUSO/WOODLINE/STRIPE/HAMMERED/TEXTURED/PREMIUM METALLIC - 25MM,Mono Truffle,,BRUSHED/FILTRA/CARUSO/WOODLINE/STRIPE/HAMMERED/TEXTURED/PREMIUM METALLIC - 25MM,PT-00170,,,Auto-parsed from fabric list
FB-00002,Decora,FB Roller,,Mood,,PRICE RANGE A,PT-00001,,,Auto-parsed from fabric list
FB-00125,Decora,Nuvo Roller,,Mood,,PRICE RANGE A,PT-00018,,,Auto-parsed from fabric list
FB-00143,Decora,FB Panels,,Mood,,PRICE RANGE A,PT-00022,,,Auto-parsed from fabric list
FB-00197,Decora,Contract Roller,,Mood,,PRICE RANGE A,PT-00026,,,Auto-parsed from fabric list
FB-00229,Decora,Perfect Fit Roller,ADDITIONAL INFORMATION:,Mood,,PRICE RANGE A,PT-00037,,,Auto-parsed from fabric list
FB-00947,Decora,FB Verticals,,Mood,,PRICE RANGE A,PT-00129,,,Auto-parsed from fabric list
FB-00988,Decora,FB Slats Only ,,Mood,,PRICE RANGE A,PT-00133,,,Auto-parsed from fabric list
FB-01029,Decora,Contract Vertical,,Mood,,PRICE RANGE A,PT-00137,,,Auto-parsed from fabric list
FB-01046,Decora,NuVo Vertical,,Mood,,PRICE RANGE A,PT-00143,,,Auto-parsed from fabric list
FB-01064,Decora,NuVo Vertical Slats Only,,Mood,,PRICE RANGE A,PT-00147,,,Auto-parsed from fabric list
FB-01436,Decora,Prime Alumitex,ALUMITEX PRIME VENETIANS - 35/50MM / ALUMITEX PRIME VENETIANS WITH TAPES - 35/50MM / Price Band A,Moonlight,,Price Band A,PT-00182,,,Auto-parsed from fabric list
FB-01483,Decora,Timberlux Prime,ADDITIONAL INFORMATION: / Tape uplift - 10% / Slat Pack - 30% reduction on ladder pricing / 50MM TIMBERLUX® ABACHI,Mora,,ADDITIONAL INFORMATION: / Tape uplift - 10% / Slat Pack - 30% reduction on ladder pricing / 50MM TIMBERLUX® ABACHI,PT-00187,,,Auto-parsed from fabric list
FB-01095,Decora,Sunwood,SUNWOOD® - 35MM ESSENTIAL COLLECTION,Morena,,SUNWOOD® - 35MM ESSENTIAL COLLECTION,PT-00152,,,Auto-parsed from fabric list
FB-01106,Decora,Sunwood,SUNWOOD® WITH HERRINGBONE TAPES - 35MM ESSENTIAL COLLECTION,Morena,,SUNWOOD® WITH HERRINGBONE TAPES - 35MM ESSENTIAL COLLECTION,PT-00153,,,Auto-parsed from fabric list
FB-01121,Decora,Sunwood,,Morena,,Default,PT-00154,,,Auto-parsed from fabric list
FB-01141,Decora,Sunwood,,Morena,,Default,PT-00155,,,Auto-parsed from fabric list
FB-01161,Decora,Sunwood,,Morena,,Default,PT-00156,,,Auto-parsed from fabric list
FB-00136,Decora,Nuvo Roller,,Moxie,,PRICE RANGE C,PT-00020,,,Auto-parsed from fabric list
FB-00581,Decora,FB Romans,,Mulberry,,Price Band C,PT-00085,,,Auto-parsed from fabric list
FB-00639,Decora,FB Curtains - Pencil Pleat,,Mulberry,,Price Band C,PT-00089,,,Auto-parsed from fabric list
FB-00696,Decora,FB Curtains - Double Pinch,,Mulberry,,Price Band C,PT-00093,,,Auto-parsed from fabric list
FB-00753,Decora,FB Curtains - Triple Pinch,,Mulberry,,Price Band C,PT-00097,,,Auto-parsed from fabric list
FB-00810,Decora,FB Curtains - Eyelet,,Mulberry,,Price Band C,PT-00101,,,Auto-parsed from fabric list
FB-00867,Decora,FB Wave Curtain,,Mulberry,,Price Band C,PT-00105,,,Auto-parsed from fabric list
FB-01461,Decora,Timberlux Prime,50MM TIMBERLUX® BASSWOOD,Mystic,,50MM TIMBERLUX® BASSWOOD,PT-00185,,,Auto-parsed from fabric list
FB-00040,Decora,FB Roller,,Myth,,PRICE RANGE C,PT-00003,,,Auto-parsed from fabric list
FB-00178,Decora,FB Panels,,Myth,,PRICE RANGE C,PT-00024,,,Auto-parsed from fabric list
FB-00267,Decora,Perfect Fit Roller,Hayworth / Kelso / Mood / Messina / Lottie / Puriti / PERFECT FIT UNIVERSAL FRAME / Orissa / Mallory / Renzo,Myth,,PRICE RANGE C,PT-00039,,,Auto-parsed from fabric list
FB-00977,Decora,FB Verticals,,Myth,,PRICE RANGE C,PT-00131,,,Auto-parsed from fabric list
FB-01018,Decora,FB Slats Only ,,Myth,,PRICE RANGE C,PT-00135,,,Auto-parsed from fabric list
FB-00325,Decora,Cruze FH & Tensioned,**Max size for Bowery is 1200mm x 1600mm,Mythic,,Price Band B,PT-00059,,,Auto-parsed from fabric list
FB-00376,Decora,Perfect Fit Cruze TDBU,Price Band B,Mythic,,Price Band B,PT-00064,,,Auto-parsed from fabric list
FB-00427,Decora,Perfect Fit Cruze BU,Price Band B,Mythic,,Price Band B,PT-00069,,,Auto-parsed from fabric list
FB-00474,Decora,Cruze Fit To Frame,,Mythic,,Price Band B,PT-00074,,,Auto-parsed from fabric list
FB-00521,Decora,FB Softcell V-Series,,Mythic,,Price Band B,PT-00079,,,Auto-parsed from fabric list
FB-01122,Decora,Sunwood,,Narra Oak,,Default,PT-00154,,,Auto-parsed from fabric list
FB-01142,Decora,Sunwood,,Narra Oak,,Default,PT-00155,,,Auto-parsed from fabric list
FB-01162,Decora,Sunwood,,Narra Oak,,Default,PT-00156,,,Auto-parsed from fabric list
FB-01275,Decora,25mm Alumitex,PLAIN/METALLIC - 25MM,Navy,,PLAIN/METALLIC - 25MM,PT-00169,,,Auto-parsed from fabric list
FB-01478,Decora,Timberlux Prime,ADDITIONAL INFORMATION: / Tape uplift - 10% / Slat Pack - 30% reduction on ladder pricing / 50MM TIMBERLUX® BAMBOO,Neo,,ADDITIONAL INFORMATION: / Tape uplift - 10% / Slat Pack - 30% reduction on ladder pricing / 50MM TIMBERLUX® BAMBOO,PT-00186,,,Auto-parsed from fabric list
FB-01086,Decora,Durashade,,Niro,,PRICE RANGE B,PT-00151,,,Auto-parsed from fabric list
FB-00295,Decora,Cruze Fascia Softshade,PRICE RANGE D,Nobis,,PRICE RANGE D,PT-00051,,,Auto-parsed from fabric list
FB-00305,Decora,Softshade Perfect Fit,PRICE BAND D,Nobis,,PRICE BAND D,PT-00056,,,Auto-parsed from fabric list
FB-00600,Decora,FB Romans,,Noble,,Price Band D,PT-00086,,,Auto-parsed from fabric list
FB-00657,Decora,FB Curtains - Pencil Pleat,,Noble,,Price Band D,PT-00090,,,Auto-parsed from fabric list
FB-00714,Decora,FB Curtains - Double Pinch,,Noble,,Price Band D,PT-00094,,,Auto-parsed from fabric list
FB-00771,Decora,FB Curtains - Triple Pinch,,Noble,,Price Band D,PT-00098,,,Auto-parsed from fabric list
FB-00828,Decora,FB Curtains - Eyelet,,Noble,,Price Band D,PT-00102,,,Auto-parsed from fabric list
FB-00885,Decora,FB Wave Curtain,,Noble,,Price Band D,PT-00106,,,Auto-parsed from fabric list
FB-00601,Decora,FB Romans,,Nomad,,Price Band D,PT-00086,,,Auto-parsed from fabric list
FB-00658,Decora,FB Curtains - Pencil Pleat,,Nomad,,Price Band D,PT-00090,,,Auto-parsed from fabric list
FB-00715,Decora,FB Curtains - Double Pinch,,Nomad,,Price Band D,PT-00094,,,Auto-parsed from fabric list
FB-00772,Decora,FB Curtains - Triple Pinch,,Nomad,,Price Band D,PT-00098,,,Auto-parsed from fabric list
FB-00829,Decora,FB Curtains - Eyelet,,Nomad,,Price Band D,PT-00102,,,Auto-parsed from fabric list
FB-00886,Decora,FB Wave Curtain,,Nomad,,Price Band D,PT-00106,,,Auto-parsed from fabric list
FB-01331,Decora,25mm Alumitex,BRUSHED/FILTRA/CARUSO/WOODLINE/STRIPE/HAMMERED/TEXTURED/PREMIUM METALLIC - 25MM,Nomad,,BRUSHED/FILTRA/CARUSO/WOODLINE/STRIPE/HAMMERED/TEXTURED/PREMIUM METALLIC - 25MM,PT-00170,,,Auto-parsed from fabric list
FB-01123,Decora,Sunwood,,Nordic,,Default,PT-00154,,,Auto-parsed from fabric list
FB-01143,Decora,Sunwood,,Nordic,,Default,PT-00155,,,Auto-parsed from fabric list
FB-01163,Decora,Sunwood,,Nordic,,Default,PT-00156,,,Auto-parsed from fabric list
FB-00342,Decora,Cruze FH & Tensioned,,Noto,,Price Band C,PT-00060,,,Auto-parsed from fabric list
FB-00393,Decora,Perfect Fit Cruze TDBU,Price Band C,Noto,,Price Band C,PT-00065,,,Auto-parsed from fabric list
FB-00444,Decora,Perfect Fit Cruze BU,Price Band C,Noto,,Price Band C,PT-00070,,,Auto-parsed from fabric list
FB-00491,Decora,Cruze Fit To Frame,,Noto,,Price Band C,PT-00075,,,Auto-parsed from fabric list
FB-00538,Decora,FB Softcell V-Series,,Noto,,Price Band C,PT-00080,,,Auto-parsed from fabric list
FB-00311,Decora,Cruze FH & Tensioned,CZP01 Free Hanging / CZP04 Tensioned Bottom Up / Day & Night - CZP03 Freehanging/ CZP08 Tensioned / All Fabric Combinations,Nouveau,,Price Band A,PT-00058,,,Auto-parsed from fabric list
FB-00362,Decora,Perfect Fit Cruze TDBU,CZP12 Perfect Fit Tensioned Top Down Bottom Up - Golden Oak & Mahogany Frame / Price Band A,Nouveau,,Price Band A,PT-00063,,,Auto-parsed from fabric list
FB-00413,Decora,Perfect Fit Cruze BU,CZP11 Perfect Fit Tensioned Bottom Up - Golden Oak & Mahogany Frame / Price Band A,Nouveau,,Price Band A,PT-00068,,,Auto-parsed from fabric list
FB-00460,Decora,Cruze Fit To Frame,CZP09 Fit to Frame Bead Clip/CZP10 Fit to Frame Taped,Nouveau,,Price Band A,PT-00073,,,Auto-parsed from fabric list
FB-00507,Decora,FB Softcell V-Series,V05 Free Hanging Bottom Up Chain,Nouveau,,Price Band A,PT-00078,,,Auto-parsed from fabric list
FB-01276,Decora,25mm Alumitex,PLAIN/METALLIC - 25MM,Novella,,PLAIN/METALLIC - 25MM,PT-00169,,,Auto-parsed from fabric list
FB-01081,Decora,Durashade,Occa,Occa,,PRICE RANGE A,PT-00150,,,Single item/variant (no discrete fabric list found)
FB-01277,Decora,25mm Alumitex,PLAIN/METALLIC - 25MM,Ocean,,PLAIN/METALLIC - 25MM,PT-00169,,,Auto-parsed from fabric list
FB-00058,Decora,FB Roller,,Odin,,PRICE RANGE D,PT-00004,,,Auto-parsed from fabric list
FB-00985,Decora,FB Verticals,,Odin,,PRICE RANGE D,PT-00132,,,Auto-parsed from fabric list
FB-01026,Decora,FB Slats Only ,,Odin,,PRICE RANGE D,PT-00136,,,Auto-parsed from fabric list
FB-00326,Decora,Cruze FH & Tensioned,**Max size for Bowery is 1200mm x 1600mm,Oketo,,Price Band B,PT-00059,,,Auto-parsed from fabric list
FB-00377,Decora,Perfect Fit Cruze TDBU,Price Band B,Oketo,,Price Band B,PT-00064,,,Auto-parsed from fabric list
FB-00428,Decora,Perfect Fit Cruze BU,Price Band B,Oketo,,Price Band B,PT-00069,,,Auto-parsed from fabric list
FB-00475,Decora,Cruze Fit To Frame,,Oketo,,Price Band B,PT-00074,,,Auto-parsed from fabric list
FB-00522,Decora,FB Softcell V-Series,,Oketo,,Price Band B,PT-00079,,,Auto-parsed from fabric list
FB-01332,Decora,25mm Alumitex,BRUSHED/FILTRA/CARUSO/WOODLINE/STRIPE/HAMMERED/TEXTURED/PREMIUM METALLIC - 25MM,Onyx,,BRUSHED/FILTRA/CARUSO/WOODLINE/STRIPE/HAMMERED/TEXTURED/PREMIUM METALLIC - 25MM,PT-00170,,,Auto-parsed from fabric list
FB-00564,Decora,FB Romans,,Opal,,Price Band B,PT-00084,,,Auto-parsed from fabric list
FB-00621,Decora,FB Curtains - Pencil Pleat,,Opal,,Price Band B,PT-00088,,,Auto-parsed from fabric list
FB-00678,Decora,FB Curtains - Double Pinch,,Opal,,Price Band B,PT-00092,,,Auto-parsed from fabric list
FB-00735,Decora,FB Curtains - Triple Pinch,,Opal,,Price Band B,PT-00096,,,Auto-parsed from fabric list
FB-00792,Decora,FB Curtains - Eyelet,,Opal,,Price Band B,PT-00100,,,Auto-parsed from fabric list
FB-00849,Decora,FB Wave Curtain,,Opal,,Price Band B,PT-00104,,,Auto-parsed from fabric list
FB-01333,Decora,25mm Alumitex,BRUSHED/FILTRA/CARUSO/WOODLINE/STRIPE/HAMMERED/TEXTURED/PREMIUM METALLIC - 25MM,Opal,,BRUSHED/FILTRA/CARUSO/WOODLINE/STRIPE/HAMMERED/TEXTURED/PREMIUM METALLIC - 25MM,PT-00170,,,Auto-parsed from fabric list
FB-01450,Decora,Prime Alumitex,*35mm Slat.  All other colours only available in 50mm slat / Price Band B,Orbit,,Price Band B,PT-00183,,,Auto-parsed from fabric list
FB-01096,Decora,Sunwood,SUNWOOD® - 35MM ESSENTIAL COLLECTION,Oregon,,SUNWOOD® - 35MM ESSENTIAL COLLECTION,PT-00152,,,Auto-parsed from fabric list
FB-01107,Decora,Sunwood,SUNWOOD® WITH HERRINGBONE TAPES - 35MM ESSENTIAL COLLECTION,Oregon,,SUNWOOD® WITH HERRINGBONE TAPES - 35MM ESSENTIAL COLLECTION,PT-00153,,,Auto-parsed from fabric list
FB-01124,Decora,Sunwood,,Oregon,,Default,PT-00154,,,Auto-parsed from fabric list
FB-01144,Decora,Sunwood,,Oregon,,Default,PT-00155,,,Auto-parsed from fabric list
FB-01164,Decora,Sunwood,,Oregon,,Default,PT-00156,,,Auto-parsed from fabric list
FB-01205,Decora,Fauxwood,FAUXWOOD - 35/50MM,Orion,,FAUXWOOD - 35/50MM,PT-00164,,,Auto-parsed from fabric list
FB-01225,Decora,Fauxwood,FAUXWOOD WITH HERRINGBONE TAPES - 35/50MM,Orion,,FAUXWOOD WITH HERRINGBONE TAPES - 35/50MM,PT-00166,,,Auto-parsed from fabric list
FB-01278,Decora,25mm Alumitex,PLAIN/METALLIC - 25MM,Orion,,PLAIN/METALLIC - 25MM,PT-00169,,,Auto-parsed from fabric list
FB-01206,Decora,Fauxwood,FAUXWOOD - 35/50MM,Orion Fine Grain,,FAUXWOOD - 35/50MM,PT-00164,,,Auto-parsed from fabric list
FB-01226,Decora,Fauxwood,FAUXWOOD WITH HERRINGBONE TAPES - 35/50MM,Orion Fine Grain,,FAUXWOOD WITH HERRINGBONE TAPES - 35/50MM,PT-00166,,,Auto-parsed from fabric list
FB-00041,Decora,FB Roller,,Orissa,,PRICE RANGE C,PT-00003,,,Auto-parsed from fabric list
FB-00179,Decora,FB Panels,,Orissa,,PRICE RANGE C,PT-00024,,,Auto-parsed from fabric list
FB-00268,Decora,Perfect Fit Roller,Hayworth / Kelso / Mood / Messina / Lottie / Puriti / PERFECT FIT UNIVERSAL FRAME / Orissa / Mallory / Renzo,Orissa,,PRICE RANGE C,PT-00039,,,Auto-parsed from fabric list
FB-00978,Decora,FB Verticals,,Orissa,,PRICE RANGE C,PT-00131,,,Auto-parsed from fabric list
FB-01019,Decora,FB Slats Only ,,Orissa,,PRICE RANGE C,PT-00135,,,Auto-parsed from fabric list
FB-00582,Decora,FB Romans,,Ortega,,Price Band C,PT-00085,,,Auto-parsed from fabric list
FB-00640,Decora,FB Curtains - Pencil Pleat,,Ortega,,Price Band C,PT-00089,,,Auto-parsed from fabric list
FB-00697,Decora,FB Curtains - Double Pinch,,Ortega,,Price Band C,PT-00093,,,Auto-parsed from fabric list
FB-00754,Decora,FB Curtains - Triple Pinch,,Ortega,,Price Band C,PT-00097,,,Auto-parsed from fabric list
FB-00811,Decora,FB Curtains - Eyelet,,Ortega,,Price Band C,PT-00101,,,Auto-parsed from fabric list
FB-00868,Decora,FB Wave Curtain,,Ortega,,Price Band C,PT-00105,,,Auto-parsed from fabric list
FB-01437,Decora,Prime Alumitex,ALUMITEX PRIME VENETIANS - 35/50MM / ALUMITEX PRIME VENETIANS WITH TAPES - 35/50MM / Price Band A,Osa,,Price Band A,PT-00182,,,Auto-parsed from fabric list
FB-01125,Decora,Sunwood,,Oska,,Default,PT-00154,,,Auto-parsed from fabric list
FB-01145,Decora,Sunwood,,Oska,,Default,PT-00155,,,Auto-parsed from fabric list
FB-01165,Decora,Sunwood,,Oska,,Default,PT-00156,,,Auto-parsed from fabric list
FB-00226,Decora,Contract Roller,ADDITIONAL INFORMATION: / Unishade® bottom bars are not suitable for Mood and Solice fabrics. / Unishade® 30mm Round and Tear Drop bottom bars are not suitable for use with the Uniview® Zero range. / ALUMINIUM WRAPAROUND BOTTOM BAR,Other fabric restrictions may apply,,ADDITIONAL INFORMATION: / Unishade® bottom bars are not suitable for Mood and Solice fabrics. / Unishade® 30mm Round and Tear Drop bottom bars are not suitable for use with the Uniview® Zero range. / ALUMINIUM WRAPAROUND BOTTOM BAR,PT-00036,,,Auto-parsed from fabric list
FB-00900,Decora,Nuvo Romans,Nuvo Romans,Oxley,,Price Band A,PT-00114,,,Auto-parsed from fabric list
FB-00909,Decora,Nuvo Curtains - Pencil Pleat,Nuvo Curtains - Pencil Pleat,Oxley,,Price Band A,PT-00116,,,Auto-parsed from fabric list
FB-00918,Decora,Nuvo Curtains - Double Pinch,Nuvo Curtains - Double Pinch,Oxley,,Price Band A,PT-00118,,,Auto-parsed from fabric list
FB-00927,Decora,Nuvo Curtains - Eyelet,Nuvo Curtains - Eyelet,Oxley,,Price Band A,PT-00120,,,Auto-parsed from fabric list
FB-00936,Decora,Nuvo Curtains - Wave,Nuvo Curtains - Wave,Oxley,,Price Band A,PT-00122,,,Auto-parsed from fabric list
FB-00327,Decora,Cruze FH & Tensioned,**Max size for Bowery is 1200mm x 1600mm,Paradise,,Price Band B,PT-00059,,,Auto-parsed from fabric list
FB-00378,Decora,Perfect Fit Cruze TDBU,Price Band B,Paradise,,Price Band B,PT-00064,,,Auto-parsed from fabric list
FB-00429,Decora,Perfect Fit Cruze BU,Price Band B,Paradise,,Price Band B,PT-00069,,,Auto-parsed from fabric list
FB-00476,Decora,Cruze Fit To Frame,,Paradise,,Price Band B,PT-00074,,,Auto-parsed from fabric list
FB-00523,Decora,FB Softcell V-Series,,Paradise,,Price Band B,PT-00079,,,Auto-parsed from fabric list
FB-01279,Decora,25mm Alumitex,PLAIN/METALLIC - 25MM,Pasadena,,PLAIN/METALLIC - 25MM,PT-00169,,,Auto-parsed from fabric list
FB-01280,Decora,25mm Alumitex,PLAIN/METALLIC - 25MM,Pastel Blue,,PLAIN/METALLIC - 25MM,PT-00169,,,Auto-parsed from fabric list
FB-00602,Decora,FB Romans,,Pavo,,Price Band D,PT-00086,,,Auto-parsed from fabric list
