"Fabric & Item Band Master — every fabric/item mapped to its correct pricing band. Advisors look up here (or via Quick Quote) — never memorise bands. Sorted with real fabrics first; accessory and motorisation items (brackets, chains, remotes, tape colours etc.) are grouped at the bottom of this list and excluded from the Fabric/Item dropdown, so scrolling the dropdown only shows fabrics.",,,,,,,,,,
FB_ID,Supplier,Product Category,Collection,Fabric/Item Name,Fabric/Item Code,Band,Price Table Reference,Fabric Type/Properties,Blackout/Dimout/Sheer/FR/Moisture Resistant,Notes
FB-01186,Decora,Sunwood,CONTOUR VALANCE,CONTOUR VALANCE,,CONTOUR VALANCE,PT-00160,,,Single item/variant (no discrete fabric list found)
FB-01248,Decora,25mm Alumitex,PLAIN/METALLIC - 25MM,Cool Grey,,PLAIN/METALLIC - 25MM,PT-00169,,,Auto-parsed from fabric list
FB-01409,Decora,Prime Alumitex,16mm Prime Alumitex,Cool Grey,,16mm Prime Alumitex,PT-00181,,,Auto-parsed from fabric list
FB-01249,Decora,25mm Alumitex,PLAIN/METALLIC - 25MM,Coral,,PLAIN/METALLIC - 25MM,PT-00169,,,Auto-parsed from fabric list
FB-01173,Decora,Sunwood,SUNWOOD® - 50MM BAMBOO & GLOSS,Cordia,,SUNWOOD® - 50MM BAMBOO & GLOSS,PT-00157,,,Auto-parsed from fabric list
FB-01178,Decora,Sunwood,SUNWOOD® WITH HERRINGBONE TAPES - 50MM BAMBOO & GLOSS,Cordia,,SUNWOOD® WITH HERRINGBONE TAPES - 50MM BAMBOO & GLOSS,PT-00158,,,Auto-parsed from fabric list
FB-01183,Decora,Sunwood,SUNWOOD® WITH FLATWEAVE TAPES - 50MM BAMBOO & GLOSS,Cordia,,SUNWOOD® WITH FLATWEAVE TAPES - 50MM BAMBOO & GLOSS,PT-00159,,,Auto-parsed from fabric list
FB-01250,Decora,25mm Alumitex,PLAIN/METALLIC - 25MM,Cream,,PLAIN/METALLIC - 25MM,PT-00169,,,Auto-parsed from fabric list
FB-01311,Decora,25mm Alumitex,BRUSHED/FILTRA/CARUSO/WOODLINE/STRIPE/HAMMERED/TEXTURED/PREMIUM METALLIC - 25MM,Cream Filtra,,BRUSHED/FILTRA/CARUSO/WOODLINE/STRIPE/HAMMERED/TEXTURED/PREMIUM METALLIC - 25MM,PT-00170,,,Auto-parsed from fabric list
FB-01471,Decora,Timberlux Prime,ADDITIONAL INFORMATION: / Tape uplift - 10% / Slat Pack - 30% reduction on ladder pricing / 50MM TIMBERLUX® BAMBOO,Cyber,,ADDITIONAL INFORMATION: / Tape uplift - 10% / Slat Pack - 30% reduction on ladder pricing / 50MM TIMBERLUX® BAMBOO,PT-00186,,,Auto-parsed from fabric list
FB-00406,Decora,Perfect Fit Cruze BU,CZP11 Perfect Fit Tensioned Bottom Up - Golden Oak & Mahogany Frame / Price Band A,CZP11 Perfect Fit Tensioned Bottom Up - White,,Price Band A,PT-00068,,,Auto-parsed from fabric list
FB-00592,Decora,FB Romans,,Dakar,,Price Band D,PT-00086,,,Auto-parsed from fabric list
FB-00650,Decora,FB Curtains - Pencil Pleat,,Dakar,,Price Band D,PT-00090,,,Auto-parsed from fabric list
FB-00707,Decora,FB Curtains - Double Pinch,,Dakar,,Price Band D,PT-00094,,,Auto-parsed from fabric list
FB-00764,Decora,FB Curtains - Triple Pinch,,Dakar,,Price Band D,PT-00098,,,Auto-parsed from fabric list
FB-00821,Decora,FB Curtains - Eyelet,,Dakar,,Price Band D,PT-00102,,,Auto-parsed from fabric list
FB-00878,Decora,FB Wave Curtain,,Dakar,,Price Band D,PT-00106,,,Auto-parsed from fabric list
FB-01472,Decora,Timberlux Prime,ADDITIONAL INFORMATION: / Tape uplift - 10% / Slat Pack - 30% reduction on ladder pricing / 50MM TIMBERLUX® BAMBOO,Danta,,ADDITIONAL INFORMATION: / Tape uplift - 10% / Slat Pack - 30% reduction on ladder pricing / 50MM TIMBERLUX® BAMBOO,PT-00186,,,Auto-parsed from fabric list
FB-01480,Decora,Timberlux Prime,ADDITIONAL INFORMATION: / Tape uplift - 10% / Slat Pack - 30% reduction on ladder pricing / 50MM TIMBERLUX® ABACHI,Denya,,ADDITIONAL INFORMATION: / Tape uplift - 10% / Slat Pack - 30% reduction on ladder pricing / 50MM TIMBERLUX® ABACHI,PT-00187,,,Auto-parsed from fabric list
FB-01197,Decora,Fauxwood,FAUXWOOD - 35/50MM,Desert Oak,,FAUXWOOD - 35/50MM,PT-00164,,,Auto-parsed from fabric list
FB-01217,Decora,Fauxwood,FAUXWOOD WITH HERRINGBONE TAPES - 35/50MM,Desert Oak,,FAUXWOOD WITH HERRINGBONE TAPES - 35/50MM,PT-00166,,,Auto-parsed from fabric list
FB-00009,Decora,FB Roller,,Devon,,PRICE RANGE B,PT-00002,,,Auto-parsed from fabric list
FB-00236,Decora,Perfect Fit Roller,"Handle Insert / 35"" / 39"" / 43""",Devon,,PRICE RANGE B,PT-00038,,,Auto-parsed from fabric list
FB-00954,Decora,FB Verticals,,Devon,,PRICE RANGE B,PT-00130,,,Auto-parsed from fabric list
FB-00995,Decora,FB Slats Only ,,Devon,,PRICE RANGE B,PT-00134,,,Auto-parsed from fabric list
FB-01050,Decora,NuVo Vertical,,Devon,,PRICE RANGE B,PT-00144,,,Auto-parsed from fabric list
FB-01068,Decora,NuVo Vertical Slats Only,,Devon,,PRICE RANGE B,PT-00148,,,Auto-parsed from fabric list
FB-00140,Decora,Nuvo Roller,,Dino,,PRICE RANGE D,PT-00021,,,Auto-parsed from fabric list
FB-00024,Decora,FB Roller,,Diva,,PRICE RANGE C,PT-00003,,,Auto-parsed from fabric list
FB-00162,Decora,FB Panels,,Diva,,PRICE RANGE C,PT-00024,,,Auto-parsed from fabric list
FB-00206,Decora,Contract Roller,,Diva,,PRICE RANGE C,PT-00028,,,Auto-parsed from fabric list
FB-00251,Decora,Perfect Fit Roller,Hayworth / Kelso / Mood / Messina / Lottie / Puriti / PERFECT FIT UNIVERSAL FRAME / Orissa / Mallory / Renzo,Diva,,PRICE RANGE C,PT-00039,,,Auto-parsed from fabric list
FB-00967,Decora,FB Verticals,,Diva,,PRICE RANGE C,PT-00131,,,Auto-parsed from fabric list
FB-01008,Decora,FB Slats Only ,,Diva,,PRICE RANGE C,PT-00135,,,Auto-parsed from fabric list
FB-01036,Decora,Contract Vertical,,Diva,,PRICE RANGE C,PT-00139,,,Auto-parsed from fabric list
FB-01054,Decora,NuVo Vertical,,Diva,,PRICE RANGE C,PT-00145,,,Auto-parsed from fabric list
FB-01072,Decora,NuVo Vertical Slats Only,,Diva,,PRICE RANGE C,PT-00149,,,Auto-parsed from fabric list
FB-00141,Decora,Nuvo Roller,,Dollie,,PRICE RANGE D,PT-00021,,,Auto-parsed from fabric list
FB-01312,Decora,25mm Alumitex,BRUSHED/FILTRA/CARUSO/WOODLINE/STRIPE/HAMMERED/TEXTURED/PREMIUM METALLIC - 25MM,Drama,,BRUSHED/FILTRA/CARUSO/WOODLINE/STRIPE/HAMMERED/TEXTURED/PREMIUM METALLIC - 25MM,PT-00170,,,Auto-parsed from fabric list
FB-01251,Decora,25mm Alumitex,PLAIN/METALLIC - 25MM,Dream,,PLAIN/METALLIC - 25MM,PT-00169,,,Auto-parsed from fabric list
FB-00056,Decora,FB Roller,,Ducato,,PRICE RANGE D,PT-00004,,,Auto-parsed from fabric list
FB-00194,Decora,FB Panels,,Ducato,,PRICE RANGE D,PT-00025,,,Auto-parsed from fabric list
FB-01313,Decora,25mm Alumitex,BRUSHED/FILTRA/CARUSO/WOODLINE/STRIPE/HAMMERED/TEXTURED/PREMIUM METALLIC - 25MM,Ebon,,BRUSHED/FILTRA/CARUSO/WOODLINE/STRIPE/HAMMERED/TEXTURED/PREMIUM METALLIC - 25MM,PT-00170,,,Auto-parsed from fabric list
FB-00593,Decora,FB Romans,,Echo,,Price Band D,PT-00086,,,Auto-parsed from fabric list
FB-00631,Decora,FB Curtains - Pencil Pleat,,Echo,,Price Band C,PT-00089,,,Auto-parsed from fabric list
FB-00688,Decora,FB Curtains - Double Pinch,,Echo,,Price Band C,PT-00093,,,Auto-parsed from fabric list
FB-00745,Decora,FB Curtains - Triple Pinch,,Echo,,Price Band C,PT-00097,,,Auto-parsed from fabric list
FB-00802,Decora,FB Curtains - Eyelet,,Echo,,Price Band C,PT-00101,,,Auto-parsed from fabric list
FB-00859,Decora,FB Wave Curtain,,Echo,,Price Band C,PT-00105,,,Auto-parsed from fabric list
FB-01314,Decora,25mm Alumitex,BRUSHED/FILTRA/CARUSO/WOODLINE/STRIPE/HAMMERED/TEXTURED/PREMIUM METALLIC - 25MM,Echo,,BRUSHED/FILTRA/CARUSO/WOODLINE/STRIPE/HAMMERED/TEXTURED/PREMIUM METALLIC - 25MM,PT-00170,,,Auto-parsed from fabric list
FB-01252,Decora,25mm Alumitex,PLAIN/METALLIC - 25MM,Electra Blue,,PLAIN/METALLIC - 25MM,PT-00169,,,Auto-parsed from fabric list
FB-01253,Decora,25mm Alumitex,PLAIN/METALLIC - 25MM,Electra Gold,,PLAIN/METALLIC - 25MM,PT-00169,,,Auto-parsed from fabric list
FB-00025,Decora,FB Roller,,Ella,,PRICE RANGE C,PT-00003,,,Auto-parsed from fabric list
FB-00163,Decora,FB Panels,,Ella,,PRICE RANGE C,PT-00024,,,Auto-parsed from fabric list
FB-00252,Decora,Perfect Fit Roller,Hayworth / Kelso / Mood / Messina / Lottie / Puriti / PERFECT FIT UNIVERSAL FRAME / Orissa / Mallory / Renzo,Ella,,PRICE RANGE C,PT-00039,,,Auto-parsed from fabric list
FB-00062,Decora,FB Roller,,Ella Blockout,,PRICE RANGE D,PT-00004,,,Auto-parsed from fabric list
FB-01254,Decora,25mm Alumitex,PLAIN/METALLIC - 25MM,Emerald,,PLAIN/METALLIC - 25MM,PT-00169,,,Auto-parsed from fabric list
FB-01315,Decora,25mm Alumitex,BRUSHED/FILTRA/CARUSO/WOODLINE/STRIPE/HAMMERED/TEXTURED/PREMIUM METALLIC - 25MM,Energy,,BRUSHED/FILTRA/CARUSO/WOODLINE/STRIPE/HAMMERED/TEXTURED/PREMIUM METALLIC - 25MM,PT-00170,,,Auto-parsed from fabric list
FB-00026,Decora,FB Roller,,Ennis,,PRICE RANGE C,PT-00003,,,Auto-parsed from fabric list
FB-00164,Decora,FB Panels,,Ennis,,PRICE RANGE C,PT-00024,,,Auto-parsed from fabric list
FB-00253,Decora,Perfect Fit Roller,Hayworth / Kelso / Mood / Messina / Lottie / Puriti / PERFECT FIT UNIVERSAL FRAME / Orissa / Mallory / Renzo,Ennis,,PRICE RANGE C,PT-00039,,,Auto-parsed from fabric list
FB-00968,Decora,FB Verticals,,Ennis,,PRICE RANGE C,PT-00131,,,Auto-parsed from fabric list
FB-01009,Decora,FB Slats Only ,,Ennis,,PRICE RANGE C,PT-00135,,,Auto-parsed from fabric list
FB-00318,Decora,Cruze FH & Tensioned,**Max size for Bowery is 1200mm x 1600mm,Equa,,Price Band B,PT-00059,,,Auto-parsed from fabric list
FB-00369,Decora,Perfect Fit Cruze TDBU,Price Band B,Equa,,Price Band B,PT-00064,,,Auto-parsed from fabric list
FB-00420,Decora,Perfect Fit Cruze BU,Price Band B,Equa,,Price Band B,PT-00069,,,Auto-parsed from fabric list
FB-00467,Decora,Cruze Fit To Frame,,Equa,,Price Band B,PT-00074,,,Auto-parsed from fabric list
FB-00514,Decora,FB Softcell V-Series,,Equa,,Price Band B,PT-00079,,,Auto-parsed from fabric list
FB-00335,Decora,Cruze FH & Tensioned,,Essence,,Price Band C,PT-00060,,,Auto-parsed from fabric list
FB-00386,Decora,Perfect Fit Cruze TDBU,Price Band C,Essence,,Price Band C,PT-00065,,,Auto-parsed from fabric list
FB-00437,Decora,Perfect Fit Cruze BU,Price Band C,Essence,,Price Band C,PT-00070,,,Auto-parsed from fabric list
FB-00484,Decora,Cruze Fit To Frame,,Essence,,Price Band C,PT-00075,,,Auto-parsed from fabric list
FB-00531,Decora,FB Softcell V-Series,,Essence,,Price Band C,PT-00080,,,Auto-parsed from fabric list
FB-01055,Decora,NuVo Vertical,,Estella,,PRICE RANGE C,PT-00145,,,Auto-parsed from fabric list
FB-01073,Decora,NuVo Vertical Slats Only,,Estella,,PRICE RANGE C,PT-00149,,,Auto-parsed from fabric list
FB-01316,Decora,25mm Alumitex,BRUSHED/FILTRA/CARUSO/WOODLINE/STRIPE/HAMMERED/TEXTURED/PREMIUM METALLIC - 25MM,Estrella Abyss,,BRUSHED/FILTRA/CARUSO/WOODLINE/STRIPE/HAMMERED/TEXTURED/PREMIUM METALLIC - 25MM,PT-00170,,,Auto-parsed from fabric list
FB-01317,Decora,25mm Alumitex,BRUSHED/FILTRA/CARUSO/WOODLINE/STRIPE/HAMMERED/TEXTURED/PREMIUM METALLIC - 25MM,Estrella Axis,,BRUSHED/FILTRA/CARUSO/WOODLINE/STRIPE/HAMMERED/TEXTURED/PREMIUM METALLIC - 25MM,PT-00170,,,Auto-parsed from fabric list
FB-01318,Decora,25mm Alumitex,BRUSHED/FILTRA/CARUSO/WOODLINE/STRIPE/HAMMERED/TEXTURED/PREMIUM METALLIC - 25MM,Estrella Lyra,,BRUSHED/FILTRA/CARUSO/WOODLINE/STRIPE/HAMMERED/TEXTURED/PREMIUM METALLIC - 25MM,PT-00170,,,Auto-parsed from fabric list
FB-00336,Decora,Cruze FH & Tensioned,,Evissa,,Price Band C,PT-00060,,,Auto-parsed from fabric list
FB-00387,Decora,Perfect Fit Cruze TDBU,Price Band C,Evissa,,Price Band C,PT-00065,,,Auto-parsed from fabric list
FB-00438,Decora,Perfect Fit Cruze BU,Price Band C,Evissa,,Price Band C,PT-00070,,,Auto-parsed from fabric list
FB-00485,Decora,Cruze Fit To Frame,,Evissa,,Price Band C,PT-00075,,,Auto-parsed from fabric list
FB-00532,Decora,FB Softcell V-Series,,Evissa,,Price Band C,PT-00080,,,Auto-parsed from fabric list
FB-01404,Decora,Cruze F2F Aluminium,F2F Venetian / Plain/Metallic Slat,F2F Venetian / Plain/Metallic Slat,,Band A,PT-00179,,,Single item/variant (no discrete fabric list found)
FB-01481,Decora,Timberlux Prime,ADDITIONAL INFORMATION: / Tape uplift - 10% / Slat Pack - 30% reduction on ladder pricing / 50MM TIMBERLUX® ABACHI,Faze,,ADDITIONAL INFORMATION: / Tape uplift - 10% / Slat Pack - 30% reduction on ladder pricing / 50MM TIMBERLUX® ABACHI,PT-00187,,,Auto-parsed from fabric list
FB-01116,Decora,Sunwood,,Fired Walnut,,Default,PT-00154,,,Auto-parsed from fabric list
FB-01136,Decora,Sunwood,,Fired Walnut,,Default,PT-00155,,,Auto-parsed from fabric list
FB-01156,Decora,Sunwood,,Fired Walnut,,Default,PT-00156,,,Auto-parsed from fabric list
FB-01255,Decora,25mm Alumitex,PLAIN/METALLIC - 25MM,Flame,,PLAIN/METALLIC - 25MM,PT-00169,,,Auto-parsed from fabric list
FB-01473,Decora,Timberlux Prime,ADDITIONAL INFORMATION: / Tape uplift - 10% / Slat Pack - 30% reduction on ladder pricing / 50MM TIMBERLUX® BAMBOO,Flax,,ADDITIONAL INFORMATION: / Tape uplift - 10% / Slat Pack - 30% reduction on ladder pricing / 50MM TIMBERLUX® BAMBOO,PT-00186,,,Auto-parsed from fabric list
FB-00955,Decora,FB Verticals,,Fleur,,PRICE RANGE B,PT-00130,,,Auto-parsed from fabric list
FB-00996,Decora,FB Slats Only ,,Fleur,,PRICE RANGE B,PT-00134,,,Auto-parsed from fabric list
FB-01319,Decora,25mm Alumitex,BRUSHED/FILTRA/CARUSO/WOODLINE/STRIPE/HAMMERED/TEXTURED/PREMIUM METALLIC - 25MM,Flint,,BRUSHED/FILTRA/CARUSO/WOODLINE/STRIPE/HAMMERED/TEXTURED/PREMIUM METALLIC - 25MM,PT-00170,,,Auto-parsed from fabric list
FB-00027,Decora,FB Roller,,Flock,,PRICE RANGE C,PT-00003,,,Auto-parsed from fabric list
FB-00165,Decora,FB Panels,,Flock,,PRICE RANGE C,PT-00024,,,Auto-parsed from fabric list
FB-00254,Decora,Perfect Fit Roller,Hayworth / Kelso / Mood / Messina / Lottie / Puriti / PERFECT FIT UNIVERSAL FRAME / Orissa / Mallory / Renzo,Flock,,PRICE RANGE C,PT-00039,,,Auto-parsed from fabric list
FB-00574,Decora,FB Romans,,Flores,,Price Band C,PT-00085,,,Auto-parsed from fabric list
FB-00632,Decora,FB Curtains - Pencil Pleat,,Flores,,Price Band C,PT-00089,,,Auto-parsed from fabric list
FB-00689,Decora,FB Curtains - Double Pinch,,Flores,,Price Band C,PT-00093,,,Auto-parsed from fabric list
FB-00746,Decora,FB Curtains - Triple Pinch,,Flores,,Price Band C,PT-00097,,,Auto-parsed from fabric list
FB-00803,Decora,FB Curtains - Eyelet,,Flores,,Price Band C,PT-00101,,,Auto-parsed from fabric list
FB-00860,Decora,FB Wave Curtain,,Flores,,Price Band C,PT-00105,,,Auto-parsed from fabric list
FB-00562,Decora,FB Romans,,Folina,,Price Band B,PT-00084,,,Auto-parsed from fabric list
FB-00619,Decora,FB Curtains - Pencil Pleat,,Folina,,Price Band B,PT-00088,,,Auto-parsed from fabric list
FB-00676,Decora,FB Curtains - Double Pinch,,Folina,,Price Band B,PT-00092,,,Auto-parsed from fabric list
FB-00733,Decora,FB Curtains - Triple Pinch,,Folina,,Price Band B,PT-00096,,,Auto-parsed from fabric list
FB-00790,Decora,FB Curtains - Eyelet,,Folina,,Price Band B,PT-00100,,,Auto-parsed from fabric list
FB-00847,Decora,FB Wave Curtain,,Folina,,Price Band B,PT-00104,,,Auto-parsed from fabric list
FB-00319,Decora,Cruze FH & Tensioned,**Max size for Bowery is 1200mm x 1600mm,Fusion,,Price Band B,PT-00059,,,Auto-parsed from fabric list
FB-00370,Decora,Perfect Fit Cruze TDBU,Price Band B,Fusion,,Price Band B,PT-00064,,,Auto-parsed from fabric list
FB-00421,Decora,Perfect Fit Cruze BU,Price Band B,Fusion,,Price Band B,PT-00069,,,Auto-parsed from fabric list
FB-00468,Decora,Cruze Fit To Frame,,Fusion,,Price Band B,PT-00074,,,Auto-parsed from fabric list
FB-00515,Decora,FB Softcell V-Series,,Fusion,,Price Band B,PT-00079,,,Auto-parsed from fabric list
FB-01448,Decora,Prime Alumitex,*35mm Slat.  All other colours only available in 50mm slat / Price Band B,Galaxy,,Price Band B,PT-00183,,,Auto-parsed from fabric list
FB-01320,Decora,25mm Alumitex,BRUSHED/FILTRA/CARUSO/WOODLINE/STRIPE/HAMMERED/TEXTURED/PREMIUM METALLIC - 25MM,Galleria,,BRUSHED/FILTRA/CARUSO/WOODLINE/STRIPE/HAMMERED/TEXTURED/PREMIUM METALLIC - 25MM,PT-00170,,,Auto-parsed from fabric list
FB-01426,Decora,Prime Alumitex,ALUMITEX PRIME VENETIANS - 35/50MM / ALUMITEX PRIME VENETIANS WITH TAPES - 35/50MM / Price Band A,Glacier,,Price Band A,PT-00182,,,Auto-parsed from fabric list
FB-01256,Decora,25mm Alumitex,PLAIN/METALLIC - 25MM,Glam,,PLAIN/METALLIC - 25MM,PT-00169,,,Auto-parsed from fabric list
FB-00308,Decora,Cruze FH & Tensioned,CZP01 Free Hanging / CZP04 Tensioned Bottom Up / Day & Night - CZP03 Freehanging/ CZP08 Tensioned / All Fabric Combinations,Glantus,,Price Band A,PT-00058,,,Auto-parsed from fabric list
FB-00359,Decora,Perfect Fit Cruze TDBU,CZP12 Perfect Fit Tensioned Top Down Bottom Up - Golden Oak & Mahogany Frame / Price Band A,Glantus,,Price Band A,PT-00063,,,Auto-parsed from fabric list
FB-00410,Decora,Perfect Fit Cruze BU,CZP11 Perfect Fit Tensioned Bottom Up - Golden Oak & Mahogany Frame / Price Band A,Glantus,,Price Band A,PT-00068,,,Auto-parsed from fabric list
FB-00457,Decora,Cruze Fit To Frame,CZP09 Fit to Frame Bead Clip/CZP10 Fit to Frame Taped,Glantus,,Price Band A,PT-00073,,,Auto-parsed from fabric list
FB-00504,Decora,FB Softcell V-Series,V05 Free Hanging Bottom Up Chain,Glantus,,Price Band A,PT-00078,,,Auto-parsed from fabric list
FB-00028,Decora,FB Roller,,Glimpse,,PRICE RANGE C,PT-00003,,,Auto-parsed from fabric list
FB-00166,Decora,FB Panels,,Glimpse,,PRICE RANGE C,PT-00024,,,Auto-parsed from fabric list
FB-00255,Decora,Perfect Fit Roller,Hayworth / Kelso / Mood / Messina / Lottie / Puriti / PERFECT FIT UNIVERSAL FRAME / Orissa / Mallory / Renzo,Glimpse,,PRICE RANGE C,PT-00039,,,Auto-parsed from fabric list
FB-01056,Decora,NuVo Vertical,,Glimpse,,PRICE RANGE C,PT-00145,,,Auto-parsed from fabric list
FB-01074,Decora,NuVo Vertical Slats Only,,Glimpse,,PRICE RANGE C,PT-00149,,,Auto-parsed from fabric list
FB-00969,Decora,FB Verticals,,Glimpse (89/127mm),,PRICE RANGE C,PT-00131,,,Auto-parsed from fabric list
FB-01010,Decora,FB Slats Only ,,Glimpse (89/127mm),,PRICE RANGE C,PT-00135,,,Auto-parsed from fabric list
FB-01257,Decora,25mm Alumitex,PLAIN/METALLIC - 25MM,Gloss,,PLAIN/METALLIC - 25MM,PT-00169,,,Auto-parsed from fabric list
FB-01174,Decora,Sunwood,SUNWOOD® - 50MM BAMBOO & GLOSS,Gloss Pure,,SUNWOOD® - 50MM BAMBOO & GLOSS,PT-00157,,,Auto-parsed from fabric list
FB-01179,Decora,Sunwood,SUNWOOD® WITH HERRINGBONE TAPES - 50MM BAMBOO & GLOSS,Gloss Pure,,SUNWOOD® WITH HERRINGBONE TAPES - 50MM BAMBOO & GLOSS,PT-00158,,,Auto-parsed from fabric list
FB-01184,Decora,Sunwood,SUNWOOD® WITH FLATWEAVE TAPES - 50MM BAMBOO & GLOSS,Gloss Pure,,SUNWOOD® WITH FLATWEAVE TAPES - 50MM BAMBOO & GLOSS,PT-00159,,,Auto-parsed from fabric list
FB-01258,Decora,25mm Alumitex,PLAIN/METALLIC - 25MM,Glow,,PLAIN/METALLIC - 25MM,PT-00169,,,Auto-parsed from fabric list
FB-01384,Decora,Perfect Fit Alumitex,BLIND ONLY - NO FRAME / FRAME ONLY / PRICE BAND B: COMPLETE BLIND - Free Hanging / Privacy System / BLIND ONLY - No Frame - Free Hanging/Privacy System / FRAME ONLY - Free Hanging / Privacy System / Price Band B - Premium Metallic & Effects / Premium Metallic/Effects including Golden Oak & Mahogany Frame Colours Only,Golden Oak,,BLIND ONLY - NO FRAME / FRAME ONLY / PRICE BAND B: COMPLETE BLIND - Free Hanging / Privacy System / BLIND ONLY - No Frame - Free Hanging/Privacy System / FRAME ONLY - Free Hanging / Privacy System / Price Band B - Premium Metallic & Effects / Premium Metallic/Effects including Golden Oak & Mahogany Frame Colours Only,PT-00174,,,Auto-parsed from fabric list
FB-01393,Decora,Perfect Fit Alumitex,Frame pricing is for demonstration purposes only and cannot / be sold separately. / Handle Insert / uplift / Folding Handle / BLIND ONLY - NO FRAME / FRAME ONLY / PRICE BAND A: COMPLETE BLIND - Glide System / BLIND ONLY - No Frame - Glide System / FRAME ONLY - Glide System / Price Band A - Plain Colours & Metallic / Plain/Metallic Slat including Golden Oak & Mahogany Frame Colours Only,Golden Oak,,Frame pricing is for demonstration purposes only and cannot / be sold separately. / Handle Insert / uplift / Folding Handle / BLIND ONLY - NO FRAME / FRAME ONLY / PRICE BAND A: COMPLETE BLIND - Glide System / BLIND ONLY - No Frame - Glide System / FRAME ONLY - Glide System / Price Band A - Plain Colours & Metallic / Plain/Metallic Slat including Golden Oak & Mahogany Frame Colours Only,PT-00176,,,Auto-parsed from fabric list
FB-01402,Decora,Perfect Fit Alumitex,Frame pricing is for demonstration purposes only and cannot / be sold separately. / Handle Insert / uplift / Folding Handle / BLIND ONLY - NO FRAME / FRAME ONLY / PRICE BAND B: COMPLETE BLIND - Glide System / BLIND ONLY - No Frame - Glide System / FRAME ONLY - Glide System / Price Band B - Premium Metallic & Effects / Premium Metallic/Effects including Golden Oak & Mahogany Frame Colours Only,Golden Oak,,Frame pricing is for demonstration purposes only and cannot / be sold separately. / Handle Insert / uplift / Folding Handle / BLIND ONLY - NO FRAME / FRAME ONLY / PRICE BAND B: COMPLETE BLIND - Glide System / BLIND ONLY - No Frame - Glide System / FRAME ONLY - Glide System / Price Band B - Premium Metallic & Effects / Premium Metallic/Effects including Golden Oak & Mahogany Frame Colours Only,PT-00178,,,Auto-parsed from fabric list
FB-01458,Decora,Timberlux Prime,50MM TIMBERLUX® BASSWOOD,Golden Oak,,50MM TIMBERLUX® BASSWOOD,PT-00185,,,Auto-parsed from fabric list
FB-01427,Decora,Prime Alumitex,ALUMITEX PRIME VENETIANS - 35/50MM / ALUMITEX PRIME VENETIANS WITH TAPES - 35/50MM / Price Band A,Granite,,Price Band A,PT-00182,,,Auto-parsed from fabric list
FB-01259,Decora,25mm Alumitex,PLAIN/METALLIC - 25MM,Graphite,,PLAIN/METALLIC - 25MM,PT-00169,,,Auto-parsed from fabric list
FB-01260,Decora,25mm Alumitex,PLAIN/METALLIC - 25MM,Gravel,,PLAIN/METALLIC - 25MM,PT-00169,,,Auto-parsed from fabric list
FB-01410,Decora,Prime Alumitex,16mm Prime Alumitex,Gravel,,16mm Prime Alumitex,PT-00181,,,Auto-parsed from fabric list
FB-01321,Decora,25mm Alumitex,BRUSHED/FILTRA/CARUSO/WOODLINE/STRIPE/HAMMERED/TEXTURED/PREMIUM METALLIC - 25MM,Grey Filtra,,BRUSHED/FILTRA/CARUSO/WOODLINE/STRIPE/HAMMERED/TEXTURED/PREMIUM METALLIC - 25MM,PT-00170,,,Auto-parsed from fabric list
FB-01428,Decora,Prime Alumitex,ALUMITEX PRIME VENETIANS - 35/50MM / ALUMITEX PRIME VENETIANS WITH TAPES - 35/50MM / Price Band A,Grey*,,Price Band A,PT-00182,,,Auto-parsed from fabric list
FB-00001,Decora,FB Roller,,Halo,,PRICE RANGE A,PT-00001,,,Auto-parsed from fabric list
FB-00142,Decora,FB Panels,,Halo,,PRICE RANGE A,PT-00022,,,Auto-parsed from fabric list
FB-00228,Decora,Perfect Fit Roller,ADDITIONAL INFORMATION:,Halo,,PRICE RANGE A,PT-00037,,,Auto-parsed from fabric list
FB-01429,Decora,Prime Alumitex,ALUMITEX PRIME VENETIANS - 35/50MM / ALUMITEX PRIME VENETIANS WITH TAPES - 35/50MM / Price Band A,Halo,,Price Band A,PT-00182,,,Auto-parsed from fabric list
FB-00337,Decora,Cruze FH & Tensioned,,Hamilton,,Price Band C,PT-00060,,,Auto-parsed from fabric list
FB-00388,Decora,Perfect Fit Cruze TDBU,Price Band C,Hamilton,,Price Band C,PT-00065,,,Auto-parsed from fabric list
FB-00439,Decora,Perfect Fit Cruze BU,Price Band C,Hamilton,,Price Band C,PT-00070,,,Auto-parsed from fabric list
FB-00486,Decora,Cruze Fit To Frame,,Hamilton,,Price Band C,PT-00075,,,Auto-parsed from fabric list
FB-00533,Decora,FB Softcell V-Series,,Hamilton,,Price Band C,PT-00080,,,Auto-parsed from fabric list
FB-00029,Decora,FB Roller,,Hanson,,PRICE RANGE C,PT-00003,,,Auto-parsed from fabric list
FB-00167,Decora,FB Panels,,Hanson,,PRICE RANGE C,PT-00024,,,Auto-parsed from fabric list
FB-00256,Decora,Perfect Fit Roller,Hayworth / Kelso / Mood / Messina / Lottie / Puriti / PERFECT FIT UNIVERSAL FRAME / Orissa / Mallory / Renzo,Hanson,,PRICE RANGE C,PT-00039,,,Auto-parsed from fabric list
FB-00970,Decora,FB Verticals,,Hanson,,PRICE RANGE C,PT-00131,,,Auto-parsed from fabric list
FB-01011,Decora,FB Slats Only ,,Hanson,,PRICE RANGE C,PT-00135,,,Auto-parsed from fabric list
